,Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Score,Rank,Ovr_Rank,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Orig AUC
300,-,-,eop,Random Forest,-0.02678148504772926,0.8714995622788764,0.09238944522453824,0.22342997372646328,0.3608870967741935,0.8492151227061685,0.8441948034188991,0.8492151227061685,Adult,Sex,Valid,{3.0},0.7786860013965962,0.3209402430790007,-0.22144223499856386,3,33.0,15.0,0.11692392488046607,-0.08271247215181926,-0.08204055444092516,0.779581028062683
301,di,pr,-,-,-0.8954900411193673,0.012096477866410122,0.11032587180166474,-0.8564500936861731,-0.7717485193365502,0.2678473816551875,0.4284523952891096,0.2678473816551875,Bank,Age,Fail,{403.69},0.4183651386364368,1.2883461105882894,0.07607612836025167,1,33.0,16.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
302,di,-,-,Logistic Regression,-0.3334397868496451,0.595499274969283,0.21011594077958226,-0.32099066883432537,-0.2456777073056144,0.6812533765532145,0.6805813909767775,0.6812533765532145,Compas,Sex,Valid,{17.56},0.6779698024788169,0.8789515683506229,-0.07197474314287278,0,33.0,27.0,0.1953092920035432,-0.3205832942098192,-0.2127554615926711,0.6563042197173702
303,di,pr,-,-,-0.11319975211733113,0.8514703889415909,0.1512061643002319,-0.07851462618945884,-0.09421768707482993,0.5866666666666667,0.5570642201834862,0.5866666666666667,German,Sex,Fail,{11.96},0.3006856786660433,0.8944854537559705,-0.07529436066928319,0,34.0,16.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
304,di,-,-,Naive Bayes,-0.1349927700888247,0.7909134538473843,0.23231948546286416,-0.11431063951004128,-0.07857142857142851,0.7266666666666667,0.7525873996007242,0.7266666666666667,German,Sex,Fail,{0.26},0.7190275829827022,0.8944854537559705,-0.07529436066928319,2,34.0,18.0,0.22816134830365475,-0.11771200005425915,-0.08537414965986385,0.7214430419198992
305,-,-,roc,Naive Bayes,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.4759589411129119,0.5435572522516539,0.4759589411129119,Compas,Race,Fail,{22.93},0.5086146986939138,0.8148148148148148,-0.11345218800648305,3,35.0,13.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
306,rw,-,roc,Naive Bayes,-0.21234151691956896,0.34276279717013663,0.0,0.0,0.0,0.8080919743533054,0.832868838384624,0.8080919743533054,Adult,Sex,Valid,{28.57},0.7963233885705115,0.34276279717013663,-0.21234151691956896,3,35.0,14.0,0.0942743222984947,-0.2162320245245655,-0.2271238801359277,0.806527198874652
307,rw,-,roc,Naive Bayes,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.4759589411129119,0.5435572522516539,0.4759589411129119,Compas,Race,Fail,{23.16},0.5086146986939138,0.8148148148148148,-0.11345218800648305,3,35.0,14.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
308,rw,-,eop,Random Forest,0.01310914790538615,4.172413793103448,1.1499055830556602,0.01384180790960452,0.02768361581920904,0.7766666666666666,0.775625,0.7766666666666666,German,Age,Fail,{0.36},0.6723546828736171,0.7071887784921099,-0.2141635793673411,3,35.0,19.0,0.09417291659814707,-0.06470571801080274,-0.04457627118644065,0.6663160355306218
309,-,mfc_fdr,cpp,-,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.5164775796866559,0.43224384335894905,0.5164775796866559,Compas,Race,Fail,{420.73},0.483619335616969,0.8148148148148148,-0.11345218800648305,3,35.0,24.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
310,rw,mfc_sr,cpp,-,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.5164775796866559,0.43224384335894905,0.5164775796866559,Compas,Race,Fail,{356.76},0.483619335616969,0.8148148148148148,-0.11345218800648305,3,35.0,25.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
311,di,-,eop,Logistic Regression,0.08505564387917325,1.2860962566844918,0.14075110010526815,0.2905263157894737,0.42105263157894735,0.8450704225352113,0.8887685084868183,0.8450704225352113,Ricci,Race,Valid,{0.05},0.8720930232558141,0.5154798761609908,-0.2488076311605723,2,35.0,26.0,0.0,0.0,0.0,1.0
312,rw,mfc_fdr,cpp,-,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.5164775796866559,0.43224384335894905,0.5164775796866559,Compas,Race,Fail,{564.02},0.483619335616969,0.8148148148148148,-0.11345218800648305,3,35.0,28.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
313,-,mfc_sr,cpp,-,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.5164775796866559,0.43224384335894905,0.5164775796866559,Compas,Race,Fail,{299.8},0.483619335616969,0.8148148148148148,-0.11345218800648305,3,35.0,31.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
314,di,mfc_sr,eop,-,0.0013837858672018032,6.414754098360658,0.29872372007206105,0.0044337959903062345,0.008867591980612469,0.8330753924386469,0.8253282129697941,0.8330753924386469,Adult,Race,Valid,{58.49},0.7377263886658457,0.6126450543378155,-0.10572325120552342,3,35.0,49.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
315,di,-,cpp,Random Forest,-0.1224446060203846,0.5458227244753895,0.0,0.0,0.0,0.8279902719434004,0.8220413136121195,0.8279902719434004,Adult,Race,Valid,{8.4},0.7512814994268476,0.5458227244753895,-0.1224446060203846,3,36.0,5.0,0.11726572472135548,-0.045729456943690655,-0.044666425455788035,0.7789548876932747
316,di,-,roc,Naive Bayes,-0.21234151691956896,0.34276279717013663,0.0,0.0,0.0,0.8125138182622154,0.8277912734422007,0.8125138182622154,Adult,Sex,Valid,{35.67},0.7856747011653128,0.34276279717013663,-0.21234151691956896,3,36.0,12.0,0.0942743222984947,-0.2162320245245655,-0.2271238801359277,0.806527198874652
317,rw,pr,roc,-,-0.2058519939713505,0.3445689630621137,0.0,0.0,0.0,0.8257793499889454,0.8184063371206353,0.8257793499889454,Adult,Sex,Valid,{203.83},0.7398610994500651,0.3445689630621137,-0.2058519939713505,3,36.0,12.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
318,di,-,cpp,Naive Bayes,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.73,0.757,0.73,German,Age,Fail,{0.23},0.7244039270687237,0.7071887784921099,-0.2141635793673411,3,36.0,14.0,0.22816134830365475,-0.14626870304836395,-0.16836158192090386,0.7214430419198992
319,-,pr,-,-,0.16531604538087513,1.4857142857142855,0.5363812046265556,0.1329860731925362,0.09938672438672436,0.3257698541329012,0.32922345781574325,0.3257698541329012,Compas,Race,Fail,{101.04},0.32848902047054795,0.8148148148148148,-0.11345218800648305,0,37.0,29.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
320,rw,pr,-,-,0.16531604538087513,1.4857142857142855,0.5363812046265556,0.1329860731925362,0.09938672438672436,0.3257698541329012,0.32922345781574325,0.3257698541329012,Compas,Race,Fail,{100.8},0.32848902047054795,0.8148148148148148,-0.11345218800648305,0,37.0,29.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
321,di,-,eop,Random Forest,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.6961845413796873,0.7105493344475183,0.6961845413796873,Bank,Age,Fail,{9.12},0.635622835863708,1.2883461105882894,0.07607612836025167,3,38.0,22.0,0.236022462687124,-0.03800058952680373,-0.05354866845799982,0.6043417366946776
322,rw,mfc_sr,cpp,-,-0.07000085283690102,0.7090776522056144,0.01694577896714669,0.03754940711462451,0.07509881422924902,0.8372761441521114,0.8289101166693286,0.8372761441521114,Adult,Race,Valid,{40.18},0.7358209405566518,0.6558267613285129,-0.08953812790116836,3,38.0,25.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
323,-,-,cpp,Naive Bayes,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.73,0.7546088657105607,0.73,German,Age,Fail,{0.02},0.7214430419199003,0.7071887784921099,-0.2141635793673411,3,39.0,11.0,0.22816134830365475,-0.14626870304836395,-0.16836158192090386,0.7214430419198992
324,rw,-,cpp,Naive Bayes,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.73,0.7546088657105607,0.73,German,Age,Fail,{0.02},0.7214430419199003,0.7071887784921099,-0.2141635793673411,3,39.0,13.0,0.22816134830365475,-0.14626870304836395,-0.16836158192090386,0.7214430419198992
325,di,-,-,Naive Bayes,-0.18852044145540306,0.5604713681188971,0.08202580432168577,-0.10986043254129764,-0.08089006814207322,0.7815287093683202,0.8421287332107313,0.7815287093683202,Adult,Race,Valid,{16.95},0.809301835615948,0.629841682713473,-0.09825523584016566,3,39.0,18.0,0.0942743222984947,-0.11429933521939972,-0.11029769442601862,0.806527198874652
326,rw,-,eop,Naive Bayes,0.04848966613672495,1.2242647058823528,0.16833531481921474,0.2894736842105263,0.5789473684210527,0.943661971830986,0.9444564824846516,0.943661971830986,Ricci,Race,Valid,{0.01},0.9348006644518272,0.5154798761609908,-0.2488076311605723,2,39.0,44.0,0.04866459506898185,-0.19444444444444428,-0.3333333333333329,0.9348006644518276
327,-,-,eop,Naive Bayes,0.04848966613672495,1.2242647058823528,0.16833531481921474,0.2894736842105263,0.5789473684210527,0.943661971830986,0.9444564824846516,0.943661971830986,Ricci,Race,Valid,{0.01},0.9348006644518272,0.5154798761609908,-0.2488076311605723,2,39.0,45.0,0.04866459506898185,-0.19444444444444428,-0.3333333333333329,0.9348006644518276
328,di,-,cpp,Random Forest,0.07607612836025167,1.2883461105882894,0.0,0.0,0.0,0.7082103421886957,0.7096136826706472,0.7082103421886957,Bank,Age,Fail,{9.02},0.6302239286519206,1.2883461105882894,0.07607612836025167,3,40.0,5.0,0.236022462687124,-0.03800058952680373,-0.05354866845799982,0.6043417366946776
329,di,-,cpp,Naive Bayes,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.4970286331712588,0.5887254772533712,0.4970286331712588,Compas,Race,Fail,{10.61},0.5273478678371278,0.8148148148148148,-0.11345218800648305,3,40.0,14.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
330,rw,-,-,Logistic Regression,-0.32469113272624417,0.6257454233373511,0.19530929200354336,-0.3205832942098197,-0.2127554615926709,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Sex,Valid,{0.77},0.6563042197173707,0.8789515683506229,-0.07197474314287278,1,40.0,21.0,0.1953092920035432,-0.3205832942098192,-0.2127554615926711,0.6563042197173702
331,rw,-,cpp,Naive Bayes,-0.13916696662983202,0.4792547730505138,0.0,0.0,0.0,0.8195887685164713,0.8390779361346722,0.8195887685164713,Adult,Race,Valid,{0.54},0.801361924535058,0.4792547730505138,-0.13916696662983202,3,41.0,13.0,0.0942743222984947,-0.11429933521939972,-0.11029769442601862,0.806527198874652
332,di,-,eop,Random Forest,0.14387917329093794,1.4839572192513368,0.1491207081936117,0.3305263157894737,0.42105263157894735,0.8450704225352113,0.8887685084868183,0.8450704225352113,Ricci,Race,Valid,{0.24},0.8720930232558141,0.5154798761609908,-0.2488076311605723,2,41.0,22.0,0.0,0.0,0.0,1.0
333,di,pr,eop,-,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.2678473816551875,0.4284523952891096,0.2678473816551875,Bank,Age,Fail,{330.6},0.4183651386364368,1.2883461105882894,0.07607612836025167,3,41.0,55.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
334,-,mfc_fdr,-,-,-0.1307581078289609,0.8367504835589943,0.13100035654648104,-0.1093517067844087,-0.08809523809523813,0.6066666666666667,0.5507894736842106,0.6066666666666667,German,Sex,Fail,{1.66},0.3076983013869409,0.8944854537559705,-0.07529436066928319,1,42.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
335,-,mfc_sr,-,-,-0.1307581078289609,0.8367504835589943,0.13100035654648104,-0.1093517067844087,-0.08809523809523813,0.6066666666666667,0.5507894736842106,0.6066666666666667,German,Sex,Fail,{2.06},0.3076983013869409,0.8944854537559705,-0.07529436066928319,1,42.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
336,rw,mfc_fdr,-,-,-0.1307581078289609,0.8367504835589943,0.13100035654648104,-0.1093517067844087,-0.08809523809523813,0.6066666666666667,0.5507894736842106,0.6066666666666667,German,Sex,Fail,{1.29},0.3076983013869409,0.8944854537559705,-0.07529436066928319,1,42.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
337,rw,mfc_sr,-,-,-0.1307581078289609,0.8367504835589943,0.13100035654648104,-0.1093517067844087,-0.08809523809523813,0.6066666666666667,0.5507894736842106,0.6066666666666667,German,Sex,Fail,{1.57},0.3076983013869409,0.8944854537559705,-0.07529436066928319,1,42.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
338,di,-,cpp,Random Forest,-0.18335783672017134,0.4102919522063745,0.0,0.0,0.0,0.8275480875525094,0.8266622505204455,0.8275480875525094,Adult,Sex,Valid,{6.39},0.7685520302118942,0.4102919522063745,-0.18335783672017134,3,43.0,5.0,0.11692392488046607,-0.08271247215181926,-0.08204055444092516,0.779581028062683
339,-,-,cpp,Logistic Regression,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.7466666666666667,0.7378566928231857,0.7466666666666667,German,Age,Fail,{0.06},0.6831852890758922,0.7071887784921099,-0.2141635793673411,3,43.0,7.0,0.15306224750716746,-0.1785124480039733,-0.17570621468926556,0.6831852890758934
340,rw,-,cpp,Logistic Regression,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.7466666666666667,0.7378566928231857,0.7466666666666667,German,Age,Fail,{0.07},0.6831852890758922,0.7071887784921099,-0.2141635793673411,3,43.0,10.0,0.15306224750716746,-0.1785124480039733,-0.17570621468926556,0.6831852890758934
341,di,-,eop,Logistic Regression,-0.0008103727714748784,0.5,0.7677123905892422,-0.0005110630110630108,-0.001022126022126022,0.6774716369529984,0.6771084835889937,0.6774716369529984,Compas,Race,Valid,{16.88},0.6713125896569615,0.8148148148148148,-0.11345218800648305,3,43.0,26.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
342,di,-,-,Random Forest,-0.24086355092432066,0.6649642336766968,0.24708650993580056,-0.221192323551292,-0.2129551327225746,0.6520799567801189,0.6527091814352026,0.6520799567801189,Compas,Sex,Valid,{19.55},0.6509676495378338,0.8789515683506229,-0.07197474314287278,0,44.0,4.0,0.23007071998199616,-0.188947186246864,-0.17113812544045104,0.650850669947339
343,rw,-,eop,Random Forest,0.0014735660210126573,6.8117443868739205,0.2978299318403569,0.0045313964386129325,0.009062792877225868,0.8299801017024099,0.8240935546354728,0.8299801017024099,Adult,Race,Valid,{2.65},0.7563175802997202,0.6384015357894959,-0.09782595367966733,3,44.0,19.0,0.11726572472135548,-0.045729456943690655,-0.044666425455788035,0.7789548876932747
344,rw,-,-,Naive Bayes,-0.17638551140948006,0.4950064588495433,0.09427432229849472,-0.11429933521939965,-0.11029769442601868,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{0.55},0.8065271988746526,0.629841682713473,-0.09825523584016566,1,44.0,24.0,0.0942743222984947,-0.11429933521939972,-0.11029769442601862,0.806527198874652
345,-,-,eop,Random Forest,0.01310914790538615,4.172413793103448,1.1499055830556602,0.01384180790960452,0.02768361581920904,0.7633333333333333,0.7547704714640198,0.7633333333333333,German,Age,Fail,{0.39},0.6626928471248247,0.7071887784921099,-0.2141635793673411,3,45.0,15.0,0.09417291659814707,-0.06470571801080274,-0.04457627118644065,0.6663160355306218
346,di,pr,-,-,0.1831442463533225,1.52073732718894,0.5225964093048545,0.14904068179243873,0.11519961519961522,0.3187466234467855,0.32223378651055856,0.3187466234467855,Compas,Race,Fail,{107.29},0.3196982360909917,0.8148148148148148,-0.11345218800648305,0,45.0,16.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
347,di,-,eop,Logistic Regression,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.24259319995626985,0.3421832929028711,0.24259319995626985,Bank,Age,Fail,{6.52},0.4035863561725631,1.2883461105882894,0.07607612836025167,2,45.0,26.0,0.2352883843629847,0.0018859557740593333,0.012008497109013382,0.6077505714929653
348,-,pr,cpp,-,-0.2488076311605723,0.5154798761609908,0.0,0.0,0.0,0.6056338028169014,0.3667923031144614,0.6056338028169014,Ricci,Race,Fail,{5.74},0.5,0.5154798761609908,-0.2488076311605723,3,45.0,58.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
349,rw,pr,cpp,-,-0.2488076311605723,0.5154798761609908,0.0,0.0,0.0,0.6056338028169014,0.3667923031144614,0.6056338028169014,Ricci,Race,Fail,{4.25},0.5,0.5154798761609908,-0.2488076311605723,3,45.0,59.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
350,di,-,eop,Logistic Regression,0.005783928940301591,2.191489361702128,1.1499055830556604,0.004931972789115646,0.009863945578231292,0.7566666666666667,0.7509325396825397,0.7566666666666667,German,Sex,Fail,{0.28},0.70227520648278,0.8944854537559705,-0.07529436066928319,3,46.0,26.0,0.15306224750716746,-0.22012957725463067,-0.14115646258503392,0.6831852890758934
351,-,mfc_fdr,-,-,-0.15058173025997104,0.2963642696108999,0.1507687318162839,-0.08102110559584763,-0.10565745653790136,0.8339352841453527,0.8261452941210036,0.8339352841453527,Adult,Sex,Valid,{476.87},0.7224836257239055,0.3637327995448817,-0.20160953504822413,1,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
352,-,mfc_sr,-,-,-0.15058173025997104,0.2963642696108999,0.1507687318162839,-0.08102110559584763,-0.10565745653790136,0.8339352841453527,0.8261452941210036,0.8339352841453527,Adult,Sex,Valid,{408.85},0.7224836257239055,0.3637327995448817,-0.20160953504822413,1,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
353,rw,mfc_fdr,-,-,-0.15058173025997104,0.2963642696108999,0.1507687318162839,-0.08102110559584763,-0.10565745653790136,0.8339352841453527,0.8261452941210036,0.8339352841453527,Adult,Sex,Valid,{352.82},0.7224836257239055,0.3637327995448817,-0.20160953504822413,1,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
354,rw,mfc_sr,-,-,-0.15058173025997104,0.2963642696108999,0.1507687318162839,-0.08102110559584763,-0.10565745653790136,0.8339352841453527,0.8261452941210036,0.8339352841453527,Adult,Sex,Valid,{250.39},0.7224836257239055,0.3637327995448817,-0.20160953504822413,1,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
355,-,mfc_fdr,-,-,-0.164434311769735,0.790562613430127,0.1254586368498999,-0.06727044142298377,-0.13728813559322028,0.61,0.558716814159292,0.61,German,Age,Fail,{24.34},0.28915381019167835,0.7071887784921099,-0.2141635793673411,3,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
356,-,mfc_sr,-,-,-0.164434311769735,0.790562613430127,0.1254586368498999,-0.06727044142298377,-0.13728813559322028,0.61,0.558716814159292,0.61,German,Age,Fail,{3.77},0.28915381019167835,0.7071887784921099,-0.2141635793673411,3,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
357,rw,mfc_fdr,-,-,-0.164434311769735,0.790562613430127,0.1254586368498999,-0.06727044142298377,-0.13728813559322028,0.61,0.558716814159292,0.61,German,Age,Fail,{2.03},0.28915381019167835,0.7071887784921099,-0.2141635793673411,3,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
358,rw,mfc_sr,-,-,-0.164434311769735,0.790562613430127,0.1254586368498999,-0.06727044142298377,-0.13728813559322028,0.61,0.558716814159292,0.61,German,Age,Fail,{2.03},0.28915381019167835,0.7071887784921099,-0.2141635793673411,3,47.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
359,-,-,cpp,Naive Bayes,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.4759589411129119,0.5435572522516539,0.4759589411129119,Compas,Race,Fail,{0.28},0.5086146986939138,0.8148148148148148,-0.11345218800648305,3,47.0,11.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
360,rw,-,cpp,Naive Bayes,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.4759589411129119,0.5435572522516539,0.4759589411129119,Compas,Race,Fail,{0.33},0.5086146986939138,0.8148148148148148,-0.11345218800648305,3,47.0,13.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
361,di,mfc_sr,cpp,-,-0.3569157392686804,0.4258312020460358,0.019127462764732588,-0.1111111111111111,0.0,0.8309859154929577,0.8816901408450704,0.8309859154929577,Ricci,Race,Valid,{0.15},0.8604651162790697,0.5154798761609908,-0.2488076311605723,2,47.0,32.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
362,di,mfc_fdr,cpp,-,-0.08793751554579307,0.6626210493068017,0.008659985285792694,0.01827553889409561,0.03655107778819122,0.836170683174884,0.8288642649287569,0.836170683174884,Adult,Race,Valid,{46.71},0.7398090159154256,0.6384015357894959,-0.09782595367966733,5,47.0,33.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
363,di,mfc_fdr,cpp,-,-0.3569157392686804,0.4258312020460358,0.019127462764732588,-0.1111111111111111,0.0,0.8309859154929577,0.8816901408450704,0.8309859154929577,Ricci,Race,Valid,{0.11},0.8604651162790697,0.5154798761609908,-0.2488076311605723,2,47.0,33.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
364,di,mfc_fdr,eop,-,0.026232114467408585,1.088235294117647,0.1309478182570595,0.25052631578947365,0.42105263157894735,0.8309859154929577,0.8816901408450704,0.8309859154929577,Ricci,Race,Valid,{0.15},0.8604651162790697,0.5154798761609908,-0.2488076311605723,3,47.0,48.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
365,di,mfc_sr,eop,-,0.026232114467408585,1.088235294117647,0.1309478182570595,0.25052631578947365,0.42105263157894735,0.8309859154929577,0.8816901408450704,0.8309859154929577,Ricci,Race,Valid,{0.16},0.8604651162790697,0.5154798761609908,-0.2488076311605723,3,47.0,49.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
366,di,pr,-,-,0.2733087577787105,2.189696945624976,0.5110456169925705,0.2934427030742941,0.05280714117923424,0.36142625607779577,0.36549344513493376,0.36142625607779577,Compas,Sex,Fail,{129.6},0.36450265185042574,0.8789515683506229,-0.07197474314287278,1,48.0,16.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
367,rw,mfc_fdr,eop,-,-0.03068090992515965,0.8648191185363482,0.06860707994482472,0.1809635128834636,0.2693920335429769,0.83882378952023,0.8307239107792761,0.83882378952023,Adult,Sex,Valid,{67.45},0.7350524484698375,0.36802126467649626,-0.19632292852446195,3,49.0,36.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
368,-,pr,cpp,-,0.3399122807017544,inf,0.2885935332218104,0.5,1.0,0.7579534273532306,0.7404761798989585,0.7579534273532306,Bank,Age,Valid,{241.53},0.576049176201306,1.2883461105882894,0.07607612836025167,0,49.0,58.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
369,rw,pr,cpp,-,0.3399122807017544,inf,0.2885935332218104,0.5,1.0,0.7579534273532306,0.7404761798989585,0.7579534273532306,Bank,Age,Valid,{284.45},0.576049176201306,1.2883461105882894,0.07607612836025167,0,49.0,59.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
370,rw,-,eop,Logistic Regression,-0.0008103727714748784,0.5,0.7677123905892422,-0.0005110630110630108,-0.001022126022126022,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Race,Valid,{0.99},0.6563042197173707,0.8148148148148148,-0.11345218800648305,3,50.0,21.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
371,di,-,eop,Random Forest,0.005783928940301591,2.191489361702128,1.1499055830556604,0.004931972789115646,0.009863945578231292,0.7566666666666667,0.744824355971897,0.7566666666666667,German,Sex,Fail,{0.59},0.6608228143992521,0.8944854537559705,-0.07529436066928319,3,50.0,22.0,0.08929569783503156,-0.13136747919506767,-0.06622448979591831,0.6645628798503977
372,-,-,eop,Logistic Regression,-0.0008103727714748784,0.5,0.7677123905892422,-0.0005110630110630108,-0.001022126022126022,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Race,Valid,{0.89},0.6563042197173707,0.8148148148148148,-0.11345218800648305,3,50.0,27.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
373,di,-,cpp,Logistic Regression,0.07607612836025167,1.2883461105882894,0.0,0.0,0.0,0.24259319995626985,0.3421832929028711,0.24259319995626985,Bank,Age,Fail,{7.94},0.4035863561725631,1.2883461105882894,0.07607612836025167,3,51.0,6.0,0.2352883843629847,0.0018859557740593333,0.012008497109013382,0.6077505714929653
374,di,-,eop,Logistic Regression,0.01310914790538615,4.172413793103448,1.1499055830556602,0.01384180790960452,0.02768361581920904,0.76,0.7511292295148797,0.76,German,Age,Fail,{0.26},0.6958080099735079,0.7071887784921099,-0.2141635793673411,3,51.0,26.0,0.15306224750716746,-0.1785124480039733,-0.17570621468926556,0.6831852890758934
375,di,mfc_fdr,-,-,-0.17246095911850504,0.26390964934895056,0.14450024142325893,-0.10961327418326217,-0.1486588789647177,0.8351883246111889,0.8269820437234504,0.8351883246111889,Adult,Sex,Valid,{455.02},0.7328565211092081,0.3637327995448817,-0.20160953504822413,1,52.0,10.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
376,di,mfc_sr,-,-,-0.17246095911850504,0.26390964934895056,0.14450024142325893,-0.10961327418326217,-0.1486588789647177,0.8351883246111889,0.8269820437234504,0.8351883246111889,Adult,Sex,Valid,{180.31},0.7328565211092081,0.3637327995448817,-0.20160953504822413,1,52.0,10.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
377,di,-,cpp,Naive Bayes,-0.10572325120552342,0.6126450543378155,0.0,0.0,0.0,0.7775812513818262,0.8328233960000698,0.7775812513818262,Adult,Race,Valid,{6.72},0.7996254151786513,0.6126450543378155,-0.10572325120552342,3,52.0,14.0,0.0942743222984947,-0.11429933521939972,-0.11029769442601862,0.806527198874652
378,di,-,-,Logistic Regression,-0.18095434827514967,0.7670212765957447,0.15438316800413687,-0.15964945300153954,-0.13435374149659862,0.7566666666666667,0.7509325396825397,0.7566666666666667,German,Sex,Fail,{0.23},0.70227520648278,0.8944854537559705,-0.07529436066928319,2,52.0,27.0,0.15306224750716746,-0.22012957725463067,-0.14115646258503392,0.6831852890758934
379,di,-,eop,Random Forest,-0.0008103727714748784,0.5,0.7677123905892422,-0.0005110630110630108,-0.001022126022126022,0.6564019448946515,0.6559626606773697,0.6564019448946515,Compas,Race,Valid,{17.94},0.6537856074603983,0.8148148148148148,-0.11345218800648305,3,53.0,22.0,0.2293467146244489,-0.12696320228107194,-0.09449254449254446,0.6509292041631355
