Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,Orig Mean Difference,Orig Disparate Impact,AUC,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
di1,-,-,Naive Bayes,-0.09654043945769053,0.8503080826386371,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,0.755,0.5714285714285714,0.7333333333333333,German,Sex,Valid,{0.05},,-0.07947639083683966,0.8903225806451612,0.7760714285714287,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,1,95.0,66.0
-,egr_fp1,roc2,-,-0.048153342683496914,0.9253352664008699,0.23654099361245684,-0.0516626794258373,0.04500000000000004,0.71,0.5135135135135135,0.6333333333333333,German,Sex,Valid,{4.39},,-0.07947639083683966,0.8903225806451612,0.7217261904761905,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,3,96.0,22.0
rw1,egr_fp2,roc3,-,-0.048153342683496914,0.9253352664008699,0.23654099361245684,-0.0516626794258373,0.04500000000000004,0.71,0.5135135135135135,0.6333333333333333,German,Sex,Valid,{4.39},,-0.07947639083683966,0.8903225806451612,0.7217261904761905,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,3,96.0,22.0
-,-,roc1,Naive Bayes,0.0,1.0,0.30978694888420283,0.08989642368575339,0.08403361344537819,0.7,0.5,0.8333333333333334,German,Age,Fail,{2.11},,-0.18193632228719947,0.7523219814241486,0.7766666666666666,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,98.0,56.0
di1,-,roc2,Naive Bayes,-0.013970110461338558,0.9713524317121918,0.32154066470341647,0.06888802032440883,0.10084033613445376,0.695,0.49514563106796117,0.85,German,Age,Fail,{2.03},,-0.18193632228719947,0.7523219814241486,0.787797619047619,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,99.0,59.0
di1,gsr_eo2,roc3,-,-0.07433380084151475,0.8200339558573854,0.451428571890536,-0.05099282296650719,-0.03500000000000003,0.61,0.4262295081967213,0.8666666666666667,German,Sex,Fail,{3.0},,-0.07947639083683966,0.8903225806451612,0.8120238095238096,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,4,100.0,44.0
rw1,gsr_eo2,cpp3,-,-0.16316035530621786,0.8058954393770856,0.11731505401507832,-0.16897129186602872,-0.07000000000000006,0.77,0.6666666666666666,0.4666666666666667,German,Sex,Valid,{0.98},,-0.07947639083683966,0.8903225806451612,0.785952380952381,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,2,100.0,39.0
di1,-,-,Logistic Regression,-0.21117608836907076,0.7327302631578948,0.1360490839798867,-0.156797602762035,-0.07282913165266103,0.77,0.64,0.5333333333333333,German,Age,Valid,{0.06},,-0.18193632228719947,0.7523219814241486,0.8161904761904762,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,2,102.0,52.0
di1,-,eop2,Naive Bayes,-0.09654043945769053,0.8503080826386371,0.21761265708933766,-0.048373205741626846,-0.08000000000000007,0.745,0.5584415584415584,0.7166666666666667,German,Sex,Valid,{0.05},,-0.07947639083683966,0.8903225806451612,0.7760714285714287,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,2,103.0,55.0
-,egr_fp1,eop2,-,-0.11533463287849255,0.8455850369725968,0.16465490990405268,-0.05370985603543743,-0.03081232492997199,0.745,0.5818181818181818,0.5333333333333333,German,Age,Valid,{2.41},,-0.18193632228719947,0.7523219814241486,0.7217261904761905,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,104.0,24.0
